invoice_id,vendor_id,vendor_state,vendor_tier,vendor_registration_date,vendor_age_years,disaster_program,category,item,unit,quantity,unit_price,reference_unit_price,price_deviation,total_amount,invoice_datetime,payment_mode,is_anomaly_test_label,anomaly_type_test_only
INV-006374,VEND-0269,West Bengal,core,2026-03-01,0.107,Bihar Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,20,260.53,260.24,0.0011,5210.6,2026-04-09 10:58:09,Bank Transfer (RTGS),0,
INV-006375,VEND-0648,West Bengal,regular,2017-10-11,8.025,Odisha Cyclone Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,24,93.21,87.74,0.0623,2237.04,2025-10-20 14:17:14,Bank Transfer (RTGS),0,
INV-006376,VEND-0128,West Bengal,core,2018-10-01,6.568,Maharashtra Drought Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,218,33.65,31.93,0.0539,7335.7,2025-04-26 9:05:03,Bank Transfer (NEFT),0,
INV-006377,VEND-0054,West Bengal,regular,2015-07-17,10.015,Assam Flood Relief 2025,Shelter & NFI,Family Tent,unit,30,4632.25,4396.92,0.0535,138967.5,2025-07-22 13:49:29,Bank Transfer (NEFT),0,
INV-006378,VEND-0052,Kerala,core,2014-12-09,10.836,Odisha Cyclone Relief 2025,Clothing & Bedding,Bedsheet,unit,25,192.87,210.97,-0.0858,4821.75,2025-10-10 13:20:35,Bank Transfer (RTGS),0,
INV-006379,VEND-0364,Bihar,core,2018-08-01,7.975,Assam Flood Relief 2026,Clothing & Bedding,Bedsheet,unit,29,206.99,203.15,0.0189,6002.71,2026-07-23 13:06:22,UPI,0,
INV-006380,VEND-0289,West Bengal,regular,2022-02-17,3.759,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,3,601.19,585.17,0.0274,1803.57,2025-11-21 20:34:35,Bank Transfer (NEFT),0,
INV-006381,VEND-0350,Himachal Pradesh,core,2017-05-05,9.205,Himachal Cloudburst Relief 2026,Medical & Health,ORS + Zinc Kit,kit,5,46.71,48.75,-0.0418,233.55,2026-07-19 13:52:06,Bank Transfer (RTGS),0,
INV-006382,VEND-0172,Maharashtra,regular,2021-06-05,5.049,Assam Flood Relief 2026,Food & Nutrition,Rice (kg),kg,290,41.61,43.28,-0.0386,12066.9,2026-06-23 17:31:42,Bank Transfer (NEFT),0,
INV-006383,VEND-0329,Kerala,regular,2021-11-20,4.616,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,10,47.58,45.74,0.0402,475.8,2026-07-03 13:24:38,Cheque,0,
INV-006384,VEND-0539,Odisha,regular,2020-05-15,6.188,Himachal Cloudburst Relief 2026,WASH,Bleaching Powder (kg),kg,64,64.03,62.88,0.0183,4097.92,2026-07-23 8:23:47,Bank Transfer (RTGS),0,
INV-006385,VEND-0061,Assam,regular,2020-08-10,4.854,Maharashtra Drought Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,28,367.52,427.01,-0.1393,10290.56,2025-06-18 11:28:35,Bank Transfer (NEFT),0,
INV-006386,VEND-0350,Himachal Pradesh,core,2017-05-05,8.244,Assam Flood Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,17,247.8,250.98,-0.0127,4212.6,2025-08-02 11:46:26,Bank Transfer (NEFT),0,
INV-006387,VEND-0643,West Bengal,core,2020-11-27,4.972,Odisha Cyclone Relief 2025,WASH,Bathing Soap,unit,29,27.31,28.04,-0.026,791.99,2025-11-17 10:03:24,Bank Transfer (NEFT),0,
INV-006388,VEND-0349,West Bengal,regular,2019-02-13,7.329,Bihar Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,17,279.24,277.08,0.0078,4747.08,2026-06-13 13:22:20,Bank Transfer (NEFT),0,
INV-006389,VEND-0153,Assam,core,2013-10-09,12.208,Odisha Cyclone Relief 2025,Food & Nutrition,Rice (kg),kg,126,38.24,40.82,-0.0632,4818.24,2025-12-24 10:38:04,Bank Transfer (NEFT),0,
INV-006390,VEND-0589,Assam,regular,2023-03-30,2.7,Odisha Cyclone Relief 2025,Clothing & Bedding,Children's Clothing Set,set,40,271.09,279.26,-0.0293,10843.6,2025-12-10 15:03:16,UPI,0,
INV-006391,VEND-0376,West Bengal,core,2012-07-25,12.789,Maharashtra Drought Relief 2025,WASH,Water Purification Tablet (strip),strip,215,16.66,15.33,0.0868,3581.9,2025-05-09 11:57:08,Cheque,0,
INV-006392,VEND-0009,Kerala,core,2015-12-24,10.513,Bihar Flood Relief 2026,Clothing & Bedding,Bedsheet,unit,10,213.28,217.71,-0.0203,2132.8,2026-06-29 11:44:11,Bank Transfer (NEFT),0,
INV-006393,VEND-0647,Odisha,core,2019-12-12,5.949,Odisha Cyclone Relief 2025,Shelter & NFI,Solar Lantern,unit,78,640.71,694.74,-0.0778,49975.38,2025-11-23 13:16:17,Bank Transfer (NEFT),0,
INV-006394,VEND-0497,West Bengal,regular,2013-02-22,12.745,Odisha Cyclone Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,409,13.7,12.89,0.0628,5603.3,2025-11-21 15:08:57,Bank Transfer (NEFT),0,
INV-006395,VEND-0075,West Bengal,core,2014-10-10,10.689,Assam Flood Relief 2025,Medical & Health,ORS + Zinc Kit,kit,54,43.07,41.12,0.0474,2325.78,2025-06-18 19:56:20,Bank Transfer (NEFT),0,
INV-006396,VEND-0530,West Bengal,regular,2017-10-20,8.709,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,15,44.88,42.98,0.0442,673.2,2026-07-06 10:35:36,UPI,0,
INV-006397,VEND-0264,West Bengal,core,2017-06-20,8.416,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,5,7055.43,6839.78,0.0315,35277.15,2025-11-19 12:42:29,Bank Transfer (NEFT),0,
INV-006398,VEND-0456,Kerala,regular,2019-01-17,7.398,Bihar Flood Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,262,38.74,36.88,0.0504,10149.88,2026-06-11 16:32:44,UPI,0,
INV-006399,VEND-0203,Odisha,regular,2018-04-06,8.252,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,96,88.39,100.73,-0.1225,8485.44,2026-07-07 16:49:30,Bank Transfer (NEFT),0,
INV-006400,VEND-0403,Maharashtra,occasional,2019-02-25,6.538,Kerala Landslide Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,78,81.51,73.34,0.1114,6357.78,2025-09-09 11:08:46,Bank Transfer (NEFT),0,
INV-006401,VEND-0451,West Bengal,core,2023-04-29,3.231,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,567,115.71,100.17,0.1551,65607.57,2026-07-22 20:07:08,Bank Transfer (RTGS),0,
INV-006402,VEND-0519,Assam,core,2019-07-26,7.006,Himachal Cloudburst Relief 2026,Shelter & NFI,Sleeping Mat,unit,32,244.82,229.76,0.0655,7834.24,2026-07-28 7:43:22,Cheque,0,
INV-006403,VEND-0150,Assam,core,2017-03-31,9.265,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,20,416.6,444.31,-0.0624,8332,2026-07-06 19:30:11,Bank Transfer (NEFT),0,
INV-006404,VEND-0290,Assam,core,2016-12-10,9.613,Bihar Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,48,916.38,707.51,0.2952,43986.24,2026-07-22 14:04:13,UPI,1,vendor_behavior_shift
INV-006405,VEND-0383,Assam,occasional,2018-06-14,7.168,Kerala Landslide Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,1,570.53,581.24,-0.0184,570.53,2025-08-14 11:00:23,Bank Transfer (NEFT),0,
INV-006406,VEND-0348,Maharashtra,regular,2026-06-13,0.005,Bihar Flood Relief 2026,Shelter & NFI,Blanket,unit,31,363.57,366.21,-0.0072,11270.67,2026-06-15 17:41:21,Bank Transfer (NEFT),0,
INV-006407,VEND-0636,Odisha,core,2017-09-28,7.803,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,65,505.88,503.05,0.0056,32882.2,2025-07-18 13:45:44,Bank Transfer (NEFT),0,
INV-006408,VEND-0308,Maharashtra,regular,2018-06-06,8.183,Assam Flood Relief 2026,WASH,Jerry Can 20L,unit,9,229.27,204.77,0.1196,2063.43,2026-08-12 21:35:08,Cheque,0,
INV-006409,VEND-0341,Himachal Pradesh,core,2013-07-02,11.956,Assam Flood Relief 2025,Shelter & NFI,Sleeping Mat,unit,33,244.02,237.36,0.0281,8052.66,2025-06-16 21:58:25,Bank Transfer (RTGS),0,
INV-006410,VEND-0445,Odisha,regular,2014-03-24,11.425,Assam Flood Relief 2025,WASH,ORS Packet,packet,191,20.71,18.23,0.136,3955.61,2025-08-26 12:19:23,Bank Transfer (NEFT),0,
INV-006411,VEND-0436,Himachal Pradesh,regular,2012-08-20,13.881,Assam Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,156,15.09,14.42,0.0465,2354.04,2026-07-08 16:11:29,Bank Transfer (NEFT),0,
INV-006412,VEND-0098,Maharashtra,core,2014-05-18,12.159,Himachal Cloudburst Relief 2026,Food & Nutrition,Rice (kg),kg,688,40.7,43.66,-0.0678,28001.6,2026-07-15 15:30:15,Cheque,0,
INV-006413,VEND-0116,Himachal Pradesh,occasional,2021-06-08,5.084,Assam Flood Relief 2026,WASH,Bathing Soap,unit,26,40.51,33.64,0.2042,1053.26,2026-07-09 9:59:40,UPI,0,
INV-006414,VEND-0063,Kerala,regular,2021-03-06,5.3,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,102,466.8,456.7,0.0221,47613.6,2026-06-24 8:54:04,UPI,0,
INV-006415,VEND-0376,West Bengal,core,2012-07-25,14.004,Bihar Flood Relief 2026,WASH,Sanitary Napkin Pack,pack,255,161.91,59.36,1.7276,41287.05,2026-07-27 12:58:19,UPI,1,high_price_deviation
INV-006416,VEND-0348,Maharashtra,regular,2026-06-13,0.074,Assam Flood Relief 2026,Shelter & NFI,Blanket,unit,123,409.33,365.67,0.1194,50347.59,2026-07-10 8:23:13,UPI,1,new_vendor_large_order
INV-006417,VEND-0041,Bihar,regular,2013-05-14,12.233,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,35,916.49,943.74,-0.0289,32077.15,2025-08-07 22:06:06,Bank Transfer (NEFT),0,
INV-006418,VEND-0557,Kerala,regular,2019-05-27,6.179,Kerala Landslide Relief 2025,WASH,Jerry Can 20L,unit,47,169.8,201.92,-0.1591,7980.6,2025-07-31 12:04:56,Bank Transfer (NEFT),0,
INV-006419,VEND-0633,Himachal Pradesh,core,2022-05-08,3.228,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,54,47.74,46.49,0.0269,2577.96,2025-07-30 10:33:53,Bank Transfer (RTGS),0,
INV-006420,VEND-0472,Kerala,regular,2020-06-14,6.146,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,42,4295.23,4917.71,-0.1266,180399.66,2026-08-07 11:57:04,Bank Transfer (NEFT),0,
INV-006421,VEND-0287,Himachal Pradesh,core,2023-09-02,2.023,Assam Flood Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,14,96.58,100.67,-0.0406,1352.12,2025-09-10 15:03:58,Bank Transfer (RTGS),0,
INV-006422,VEND-0196,Bihar,regular,2014-05-18,11.201,Assam Flood Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,13,252.92,221.02,0.1443,3287.96,2025-07-30 9:07:23,UPI,0,
INV-006423,VEND-0371,Himachal Pradesh,occasional,2021-02-20,4.493,Assam Flood Relief 2025,Clothing & Bedding,Adult Clothing Set,set,17,396.69,432.18,-0.0821,6743.73,2025-08-19 16:30:10,Bank Transfer (NEFT),0,
INV-006424,VEND-0150,Assam,core,2017-03-31,8.315,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,14,43.38,42.94,0.0102,607.32,2025-07-24 14:38:48,Bank Transfer (RTGS),0,
INV-006425,VEND-0423,Maharashtra,core,2019-12-14,6.615,Himachal Cloudburst Relief 2026,Food & Nutrition,Cooking Oil (litre),litre,151,164.69,157.85,0.0433,24868.19,2026-07-26 8:54:54,Bank Transfer (RTGS),0,
INV-006426,VEND-0005,Maharashtra,core,2019-03-16,6.661,Odisha Cyclone Relief 2025,WASH,Water Purification Tablet (strip),strip,166,17.4,16.57,0.0501,2888.4,2025-11-12 16:44:46,Bank Transfer (RTGS),0,
INV-006427,VEND-0302,Himachal Pradesh,core,2016-04-30,10.259,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,3,622.91,636.04,-0.0206,1868.73,2026-08-03 15:21:08,Bank Transfer (NEFT),0,
INV-006428,VEND-0048,Maharashtra,regular,2020-05-26,6.042,Bihar Flood Relief 2026,Food & Nutrition,Salt (kg),kg,1091,18.3,20.11,-0.09,19965.3,2026-06-11 9:33:35,Bank Transfer (RTGS),0,
INV-006429,VEND-0016,Kerala,regular,2015-03-29,11.242,Bihar Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,1,7173.71,7444.28,-0.0363,7173.71,2026-06-25 13:04:09,Bank Transfer (NEFT),0,
INV-006430,VEND-0367,Himachal Pradesh,occasional,2021-06-11,4.071,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,6,590.02,629.27,-0.0624,3540.12,2025-07-07 9:10:32,Bank Transfer (NEFT),0,
INV-006431,VEND-0438,Assam,regular,2018-10-20,7.696,Assam Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,9,655.5,677.83,-0.0329,5899.5,2026-07-01 13:28:32,Bank Transfer (NEFT),0,
INV-006432,VEND-0092,Bihar,regular,2020-06-14,5.172,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,81,542.13,474.97,0.1414,43912.53,2025-08-16 20:49:31,Bank Transfer (NEFT),1,subtle_combination_anomaly
INV-006433,VEND-0381,West Bengal,regular,2025-09-30,0.123,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,10,7468.6,6823.21,0.0946,74686,2025-11-14 14:43:44,UPI,0,
INV-006434,VEND-0248,Himachal Pradesh,regular,2016-07-27,8.794,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,9,100.49,95.63,0.0508,904.41,2025-05-13 10:17:04,UPI,0,
INV-006435,VEND-0485,Himachal Pradesh,core,2014-02-11,11.337,Maharashtra Drought Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,445,77.96,78.31,-0.0045,34692.2,2025-06-14 23:21:37,Cheque,0,
INV-006436,VEND-0335,Kerala,core,2013-04-13,12.485,Assam Flood Relief 2025,Shelter & NFI,Family Tent,unit,11,4789.53,4814.68,-0.0052,52684.83,2025-10-07 12:13:48,Bank Transfer (NEFT),0,
INV-006437,VEND-0417,Maharashtra,core,2014-08-07,11.896,Bihar Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,50,246.26,244.72,0.0063,12313,2026-06-30 14:05:44,UPI,0,
INV-006438,VEND-0176,Kerala,core,2017-05-18,9.12,Assam Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,52,99.39,100.53,-0.0113,5168.28,2026-07-01 1:27:32,Bank Transfer (RTGS),1,odd_hour_transaction
INV-006439,VEND-0130,Himachal Pradesh,regular,2021-08-07,4.865,Assam Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,8,1159.45,1087.35,0.0663,9275.6,2026-06-19 17:27:11,Bank Transfer (NEFT),0,
INV-006440,VEND-0565,Himachal Pradesh,regular,2018-02-20,7.359,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,16,96.96,99.29,-0.0235,1551.36,2025-07-01 15:16:17,Bank Transfer (RTGS),0,
INV-006441,VEND-0355,Odisha,regular,2014-02-26,12.361,Assam Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,90,228.08,233.33,-0.0225,20527.2,2026-07-08 9:14:54,Bank Transfer (RTGS),0,
INV-006442,VEND-0608,Odisha,core,2013-11-19,11.354,Maharashtra Drought Relief 2025,Clothing & Bedding,Adult Clothing Set,set,33,374.94,374.74,0.0005,12373.02,2025-03-28 10:24:00,Bank Transfer (NEFT),0,
INV-006443,VEND-0263,Odisha,regular,2017-08-16,7.956,Maharashtra Drought Relief 2025,Food & Nutrition,Salt (kg),kg,195,20.12,18.75,0.0731,3923.4,2025-07-31 11:20:35,Bank Transfer (RTGS),0,
INV-006444,VEND-0240,Maharashtra,core,2020-08-14,5.955,Himachal Cloudburst Relief 2026,Food & Nutrition,Salt (kg),kg,106,21.28,20.69,0.0285,2255.68,2026-07-29 14:33:09,UPI,0,
INV-006445,VEND-0136,Assam,core,2012-09-26,13.722,Bihar Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,51,761.03,719.32,0.058,38812.53,2026-06-17 11:25:02,UPI,0,
INV-006446,VEND-0564,Kerala,regular,2020-02-24,5.352,Assam Flood Relief 2025,Clothing & Bedding,Winter Jacket,unit,57,539.67,674.17,-0.1995,30761.19,2025-07-02 6:41:27,Cheque,0,
INV-006447,VEND-0624,Bihar,regular,2023-02-23,2.702,Odisha Cyclone Relief 2025,Food & Nutrition,Sugar (kg),kg,791,47.7,44.38,0.0748,37730.7,2025-11-06 15:23:51,Bank Transfer (NEFT),0,
INV-006448,VEND-0624,Bihar,regular,2023-02-23,2.105,Maharashtra Drought Relief 2025,Food & Nutrition,Salt (kg),kg,265,17.75,17.53,0.0125,4703.75,2025-04-02 18:42:09,UPI,0,
INV-006449,VEND-0259,West Bengal,core,2013-07-01,12.977,Bihar Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,91,13.62,12.75,0.0682,1239.42,2026-06-23 16:52:01,Bank Transfer (NEFT),0,
INV-006450,VEND-0115,Maharashtra,regular,2013-09-25,11.734,Assam Flood Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,79,80.04,73.73,0.0856,6323.16,2025-06-20 9:20:13,Bank Transfer (NEFT),0,
INV-006451,VEND-0601,Bihar,regular,2017-02-28,8.189,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,22,977.09,921.5,0.0603,21495.98,2025-05-08 16:17:55,Bank Transfer (NEFT),0,
INV-006452,VEND-0566,Kerala,regular,2019-02-11,7.389,Assam Flood Relief 2026,WASH,Jerry Can 20L,unit,17,224.68,204.61,0.0981,3819.56,2026-07-03 12:18:59,UPI,0,
INV-006453,VEND-0455,Maharashtra,core,2022-11-16,3.644,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,22,409.19,451.48,-0.0937,9002.18,2026-07-09 16:27:12,Bank Transfer (RTGS),0,
INV-006454,VEND-0062,Assam,regular,2022-07-25,3.066,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,31,78.58,89.69,-0.1239,2435.98,2025-08-18 13:49:52,Bank Transfer (RTGS),0,
INV-006455,VEND-0350,Himachal Pradesh,core,2017-05-05,8.23,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,13,505.48,543.8,-0.0705,6571.24,2025-07-28 13:22:36,Bank Transfer (NEFT),0,
INV-006456,VEND-0040,Kerala,regular,2021-06-29,5.07,Himachal Cloudburst Relief 2026,Logistics & Transport,Diesel (litre),litre,341,106.89,105.54,0.0128,36449.49,2026-07-25 17:04:08,Bank Transfer (RTGS),0,
INV-006457,VEND-0408,West Bengal,occasional,2016-11-07,9.697,Bihar Flood Relief 2026,Food & Nutrition,Ready-to-eat Meal Packet,packet,169,85.15,69.66,0.2224,14390.35,2026-07-20 10:12:55,UPI,0,
INV-006458,VEND-0473,Kerala,core,2023-07-24,2.957,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,220,104.34,104.23,0.0011,22954.8,2026-07-08 18:54:00,Bank Transfer (RTGS),0,
INV-006459,VEND-0281,Kerala,core,2016-05-17,9.279,Maharashtra Drought Relief 2025,WASH,Bleaching Powder (kg),kg,208,66.16,66.8,-0.0096,13761.28,2025-08-27 8:12:59,Cheque,0,
INV-006460,VEND-0388,Kerala,occasional,2017-12-08,7.86,Assam Flood Relief 2025,WASH,Bathing Soap,unit,5,31.51,31.03,0.0155,157.55,2025-10-18 6:59:06,Bank Transfer (RTGS),0,
INV-006461,VEND-0339,Odisha,core,2024-06-15,2.067,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,31,399.05,413.79,-0.0356,12370.55,2026-07-10 7:32:18,Cheque,0,
INV-006462,VEND-0647,Odisha,core,2019-12-12,5.572,Assam Flood Relief 2025,Shelter & NFI,Sleeping Mat,unit,8,209.16,211.65,-0.0118,1673.28,2025-07-08 2:13:46,Bank Transfer (NEFT),0,
INV-006463,VEND-0298,Himachal Pradesh,occasional,2013-07-10,12.041,Assam Flood Relief 2025,WASH,ORS Packet,packet,64,16.41,20.84,-0.2126,1050.24,2025-07-25 16:46:02,Bank Transfer (NEFT),0,
INV-006464,VEND-0030,Kerala,regular,2022-05-14,3.157,Maharashtra Drought Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,5,7921.88,7208.23,0.099,39609.4,2025-07-10 9:20:18,Bank Transfer (RTGS),0,
INV-006465,VEND-0519,Assam,core,2019-07-26,6.894,Assam Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,18,225.41,227.34,-0.0085,4057.38,2026-06-17 9:53:37,Bank Transfer (RTGS),0,
INV-006466,VEND-0240,Maharashtra,core,2020-08-14,5.938,Bihar Flood Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,259,119.13,107.24,0.1109,30854.67,2026-07-23 11:32:28,Bank Transfer (RTGS),0,
INV-006467,VEND-0205,Maharashtra,core,2016-12-29,9.593,Assam Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,1057,18.18,17.38,0.046,19216.26,2026-08-03 11:44:32,UPI,0,
INV-006468,VEND-0122,West Bengal,regular,2012-11-23,12.657,Kerala Landslide Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,8,72.72,88.99,-0.1828,581.76,2025-07-21 8:00:23,Bank Transfer (RTGS),0,
INV-006469,VEND-0114,Himachal Pradesh,regular,2015-05-04,11.201,Himachal Cloudburst Relief 2026,Shelter & NFI,Rope (50m coil),coil,5,265.52,286.32,-0.0726,1327.6,2026-07-16 15:10:44,UPI,0,
INV-006470,VEND-0417,Maharashtra,core,2014-08-07,11.866,Bihar Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,25,233.42,236.58,-0.0134,5835.5,2026-06-19 9:24:08,Bank Transfer (NEFT),0,
INV-006471,VEND-0381,West Bengal,regular,2025-09-30,0.082,Odisha Cyclone Relief 2025,Logistics & Transport,Diesel (litre),litre,2146,100.39,96.96,0.0354,215436.94,2025-10-30 13:07:56,Bank Transfer (RTGS),1,new_vendor_large_order
INV-006472,VEND-0206,Odisha,regular,2015-06-09,10.045,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,3,490.1,540.87,-0.0939,1470.3,2025-06-25 14:11:35,Bank Transfer (NEFT),0,
INV-006473,VEND-0079,Bihar,regular,2012-08-07,13.974,Himachal Cloudburst Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,802,33.6,33.03,0.0173,26947.2,2026-07-29 9:12:10,Cheque,0,
INV-006474,VEND-0628,Assam,core,2016-05-19,10.136,Bihar Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,23,1058.4,1065.27,-0.0064,24343.2,2026-07-08 10:44:38,Bank Transfer (NEFT),0,
INV-006475,VEND-0635,Odisha,core,2019-09-07,6.138,Assam Flood Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,13,6704.69,6587.77,0.0177,87160.97,2025-10-27 14:11:05,UPI,0,
INV-006476,VEND-0237,Odisha,regular,2014-02-23,12.386,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,2,553.93,589.49,-0.0603,1107.86,2026-07-14 10:40:48,Bank Transfer (RTGS),0,
INV-006477,VEND-0608,Odisha,core,2013-11-19,11.384,Maharashtra Drought Relief 2025,Clothing & Bedding,Bedsheet,unit,27,181,193.25,-0.0634,4887,2025-04-08 12:05:56,UPI,0,
INV-006478,VEND-0303,Himachal Pradesh,regular,2015-08-01,10.018,Maharashtra Drought Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,1,7146.67,7351.69,-0.0279,7146.67,2025-08-07 16:11:20,UPI,0,
INV-006479,VEND-0634,West Bengal,regular,2020-03-27,6.338,Himachal Cloudburst Relief 2026,Food & Nutrition,Nutrition Supplement Sachet,sachet,146,24.25,24.5,-0.0102,3540.5,2026-07-29 14:47:59,Bank Transfer (RTGS),0,
INV-006480,VEND-0144,Bihar,regular,2022-07-15,2.732,Maharashtra Drought Relief 2025,Food & Nutrition,Salt (kg),kg,912,19.26,17.4,0.1069,17565.12,2025-04-08 15:34:25,Bank Transfer (NEFT),0,
INV-006481,VEND-0547,Kerala,regular,2015-01-23,11.551,Himachal Cloudburst Relief 2026,WASH,Sanitary Napkin Pack,pack,247,72.04,63.63,0.1322,17793.88,2026-08-12 16:16:39,Bank Transfer (NEFT),0,
INV-006482,VEND-0150,Assam,core,2017-03-31,8.329,Kerala Landslide Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,137,424.72,435.04,-0.0237,58186.64,2025-07-29 16:16:47,Bank Transfer (RTGS),0,
INV-006483,VEND-0565,Himachal Pradesh,regular,2018-02-20,8.422,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,29,631.09,566.52,0.114,18301.61,2026-07-24 8:32:15,Bank Transfer (RTGS),0,
INV-006484,VEND-0072,Kerala,regular,2016-02-14,10.407,Bihar Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,1,7097.18,7659,-0.0734,7097.18,2026-07-12 13:55:25,Cheque,0,
INV-006485,VEND-0494,Odisha,regular,2015-04-30,11.209,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,105,101.33,97.26,0.0418,10639.65,2026-07-15 15:18:20,UPI,0,
INV-006486,VEND-0016,Kerala,regular,2015-03-29,10.07,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,56,95.52,103.71,-0.079,5349.12,2025-04-23 12:01:23,Bank Transfer (NEFT),0,
INV-006487,VEND-0628,Assam,core,2016-05-19,9.235,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,42,1004.26,1020.19,-0.0156,42178.92,2025-08-13 17:26:50,Bank Transfer (NEFT),0,
INV-006488,VEND-0608,Odisha,core,2013-11-19,11.384,Maharashtra Drought Relief 2025,Clothing & Bedding,Bedsheet,unit,68,180.9,189.95,-0.0476,12301.2,2025-04-08 10:59:07,UPI,0,
INV-006489,VEND-0254,Maharashtra,regular,2020-06-06,5.147,Kerala Landslide Relief 2025,Clothing & Bedding,Adult Clothing Set,set,47,441.67,418.78,0.0547,20758.49,2025-07-30 11:51:42,UPI,0,
INV-006490,VEND-0250,Assam,regular,2013-03-10,12.307,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,66,46.96,42.95,0.0934,3099.36,2025-06-30 15:26:55,Bank Transfer (RTGS),0,
INV-006491,VEND-0022,Odisha,regular,2020-08-03,4.882,Maharashtra Drought Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,932,59.54,66.3,-0.102,55491.28,2025-06-21 15:02:02,Bank Transfer (NEFT),0,
